,SMILE,ID,MOL,Activity,MolLogP,MolWt,HBD,HBA,NumAromaticRings,NumRotatableBonds,TPSA,MolMR,BertzCT,BalabanJ,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,FractionCSP3,HeavyAtomCount,HeavyAtomWt,RingCount
5299,c1cc(C(F)(F)F)ccc1Cn(c(c23)ccc(c2)[*](=O)O)c(nc3=O)Cc4ccccc4,ASN5276653.0,<rdkit.Chem.rdchem.Mol object at 0x1439be960>,0,3.553200000000002,426.3940000000002,1,4,4,5,72.19,108.33630000000001,1351.5255136507644,1.8445187739952393,0.967741935483871,1.6774193548387097,2.3225806451612905,0.13043478260869565,31,409.2580000000002,4
5300,FC(F)(F)c1ccc(cc1)CSc(n2)n(C)c(=O)c(c23)[NH+]=C4C3=CC=CC4,C145-0072nan,<rdkit.Chem.rdchem.Mol object at 0x1439be9d0>,0,2.6014,390.4100000000002,1,4,2,3,48.86,97.84670000000006,1063.3330668659896,1.5945126263931302,1.2592592592592593,2.0,2.7037037037037037,0.21052631578947367,27,375.2900000000002,4
5301,FC(F)(F)c1ccc(cc1)CSc([n+]2S(=O)(=O)C)[nH]c(c23)cccc3,K653-0105nan,<rdkit.Chem.rdchem.Mol object at 0x1439bea40>,0,3.574200000000002,387.4280000000001,1,3,3,4,53.809999999999995,89.74050000000001,1010.031018708548,1.8876206339563406,1.08,1.72,2.32,0.1875,25,373.3160000000002,3
5302,FC(F)(F)c1ccc(cc1)COc2ccc(cc2)-c(n3)ncc(c34)C(=O)CCC4,2R-0017nan,<rdkit.Chem.rdchem.Mol object at 0x1439beab0>,0,5.260400000000003,398.38400000000024,0,4,3,4,52.080000000000005,100.51250000000005,1029.4181806873844,1.4247142818375194,0.9655172413793104,1.6896551724137931,2.3793103448275863,0.22727272727272727,29,381.24800000000016,4
5303,FC(F)(F)c1ccc(cc1)COc(c2)ccc(c23)cc(c(o3)=O)-c4ncccc4,6944666nan,<rdkit.Chem.rdchem.Mol object at 0x1439beb20>,0,5.452800000000004,397.35200000000015,0,4,4,4,52.33,101.49100000000003,1200.128252219983,1.5411988899429088,0.9655172413793104,1.7586206896551724,2.4482758620689653,0.09090909090909091,29,383.2400000000002,4
5304,Brc1ccc(cc1)-c(n2)c(n(c23)ccs3)/C=N/OCc4ccc(C(F)(F)F)cc4,3T-0346nan,<rdkit.Chem.rdchem.Mol object at 0x1439beb90>,0,6.3948000000000045,480.30900000000014,0,5,4,5,38.89,110.03200000000001,1148.6498000682982,1.5144439170800323,1.103448275862069,1.8275862068965518,2.5172413793103448,0.1,29,467.20500000000015,4
5305,Brc1sc(cc1Br)S(=O)(=O)NCc2ccc(C(F)(F)F)cc2,SEW3591.0,<rdkit.Chem.rdchem.Mol object at 0x1439bec00>,0,4.770400000000001,479.1370000000001,1,3,2,4,46.17,85.1885,751.1593236052253,2.089569218016982,1.1363636363636365,1.7272727272727273,2.1818181818181817,0.16666666666666666,22,471.0730000000002,2
5306,FC(F)(F)c1ccc(cc1)C2=[NH+]N=CC2c3[n+](nn[nH]3)-c4ccc(C)cc4,HTS9298.0,<rdkit.Chem.rdchem.Mol object at 0x1439bec70>,0,1.0615199999999998,372.3540000000001,2,3,3,3,71.78,90.4004,1016.5005677514561,1.676152419972137,1.037037037037037,1.7407407407407407,2.4074074074074074,0.16666666666666666,27,357.23400000000015,4
5307,O=[*](O)c1ccc(cc1)C[N+]2=C(N=CC2)c3ccc(C(F)(F)F)cc3,SPB1487.0,<rdkit.Chem.rdchem.Mol object at 0x1439bece0>,0,2.2479000000000005,335.30499999999995,1,2,2,4,52.669999999999995,81.85770000000002,856.9568523267261,1.8393526896577896,1.125,1.7916666666666667,2.375,0.17647058823529413,24,321.193,3
5308,FC(F)(F)c1ccc(cc1)C2=C(CCC2)c3ccc(cc3)S(=O)(=O)N,X167nan,<rdkit.Chem.rdchem.Mol object at 0x1439bed50>,1,4.447500000000003,367.39200000000005,1,2,2,3,60.16,89.92420000000004,912.2886934870602,1.972527658541303,0.8,1.24,1.64,0.2222222222222222,25,351.26400000000007,3
5309,FC(F)(F)c1ccc(cc1)C2=C(CCC2)c3ccc(cc3)S(=O)(=O)C,X137nan,<rdkit.Chem.rdchem.Mol object at 0x1439bedc0>,1,5.203600000000004,366.40400000000005,0,2,2,3,34.14,91.66080000000005,906.6367207575936,1.972527658541303,0.8,1.24,1.64,0.2631578947368421,25,349.2680000000001,3
5310,FC(F)(F)c1ccc(cc1)/C=N\[N+]2=C(C)N=NC2C,6068253nan,<rdkit.Chem.rdchem.Mol object at 0x1439bee30>,0,3.282000000000002,269.25000000000006,0,3,1,2,40.089999999999996,64.29740000000001,555.3323821910432,2.1491208654595577,1.263157894736842,1.894736842105263,2.3684210526315788,0.3333333333333333,19,257.154,2
5311,FC(F)(F)c1ccc(cc1)/C=N/N2CCN(CC2)Cc3cccc(c34)cccc4,R907049nan,<rdkit.Chem.rdchem.Mol object at 0x1439beea0>,0,5.010300000000004,397.44400000000013,0,3,3,4,18.84,109.83600000000003,982.9207347598194,1.3281195851283913,0.8275862068965517,1.5172413793103448,2.2413793103448274,0.2608695652173913,29,375.2680000000002,4
5312,FC(F)(F)c1ccc(cc1)/C=C2/S/C(NC2=O)=N/c3ccc(cc3)OC,AN-648/15596060nan,<rdkit.Chem.rdchem.Mol object at 0x1439bef10>,0,4.6056000000000035,378.37500000000017,1,4,2,3,50.69,95.2437,872.8043733872368,1.7605004332096024,1.0769230769230769,1.7307692307692308,2.3076923076923075,0.1111111111111111,26,365.2710000000002,3
5313,FC(F)(F)c1ccc(cc1)-c2nnc(o2)-c(c3)ccc(c34)nccn4,HTS9775.0,<rdkit.Chem.rdchem.Mol object at 0x1439bef80>,0,4.365600000000003,342.2800000000001,0,5,4,2,64.7,83.268,1041.6389945092133,1.6685839492156354,0.72,1.32,2.0,0.058823529411764705,25,333.2080000000001,4
5314,c1c(Cl)cncc1Oc(cc2)c(cc2[*](=O)O)-c3nnc(o3)-c4ccc(C(F)(F)F)cc4,BTB8056.0,<rdkit.Chem.rdchem.Mol object at 0x1439beff0>,0,4.7619000000000025,449.7720000000001,1,6,4,5,98.34,102.03229999999999,1295.9971578173695,1.714915632233135,1.032258064516129,1.7741935483870968,2.4516129032258065,0.05,31,438.68400000000014,4
5315,FC(F)(F)c1ccc(cc1)-c(n2)nc(C(=O)N)c(c23)[nH]c(=O)n3-c4cc(C)ccc4,C926-0316nan,<rdkit.Chem.rdchem.Mol object at 0x1439bf060>,0,3.201920000000001,413.35900000000015,2,5,4,3,106.66,103.17859999999999,1337.5537021129346,1.97340661925874,1.1,1.8,2.4,0.1,30,399.24700000000024,4
5316,FC(F)(F)c1ccc(cc1)-c2noc(n2)-c3cc(nc(c34)cccc4)-c5ccc(Cl)cc5,K607-0220nan,<rdkit.Chem.rdchem.Mol object at 0x1439bf0d0>,0,7.291000000000005,451.83500000000015,0,4,5,3,51.81,115.91899999999998,1411.6698582939903,1.5904891643485204,0.78125,1.46875,2.1875,0.041666666666666664,32,438.7310000000002,5
5317,FC(F)(F)c1cccc(c12)nc(C(C)(C)C)nc2-c3ccc(C(F)(F)F)cc3,SEW3627.0,<rdkit.Chem.rdchem.Mol object at 0x1439bf140>,0,6.631900000000004,398.35,0,2,3,1,25.78,93.67800000000003,1012.2660753993093,2.3540112146638936,0.7142857142857143,1.3214285714285714,1.8214285714285714,0.3,28,382.2220000000001,3
5318,FC(F)(F)c1nc(C)c(cc1)NC(=O)N2CCN(CCC2)Cc3c(F)cccc3Cl,AW927.0,<rdkit.Chem.rdchem.Mol object at 0x1439bf1b0>,0,4.941120000000004,444.86000000000024,1,3,2,3,48.470000000000006,105.87170000000003,901.9148592098749,1.6066767701408247,1.1666666666666667,1.9333333333333333,2.6,0.4,30,423.69200000000023,3
5319,FC(F)(F)c1onc(c1)-c2sccc2,4155-1005nan,<rdkit.Chem.rdchem.Mol object at 0x1439bf220>,0,3.421900000000001,219.18700000000004,0,3,2,1,26.03,44.81800000000001,417.97830466094916,2.360220553980755,1.3571428571428572,2.142857142857143,2.642857142857143,0.125,14,215.155,2
5320,FC(F)(F)c1onc(c1)-c2ccccc2,4152-0317nan,<rdkit.Chem.rdchem.Mol object at 0x1439bf290>,0,3.360400000000001,213.15800000000004,0,2,2,1,26.03,46.94100000000002,447.1911024528266,2.3683758682949207,1.0666666666666667,1.7333333333333334,2.2666666666666666,0.1,15,207.10999999999999,2
5321,FC(F)(F)c1onc(c1)-c2sc(cc2)S(=O)(=O)N3CCN(CC3)c4ncc(C(F)(F)F)cc4,SP1055.0,<rdkit.Chem.rdchem.Mol object at 0x1439bf300>,0,4.346600000000002,512.4570000000003,0,7,3,4,79.54,105.02880000000003,1227.098834712795,1.4380286372921094,0.9393939393939394,1.6363636363636365,2.1818181818181817,0.3333333333333333,33,498.34500000000025,4
5322,FC(F)(F)c1nc(N)nc(c1)-c2ccc(cc2)OC,KM10314.0,<rdkit.Chem.rdchem.Mol object at 0x1439bf370>,0,2.7532000000000005,269.22600000000006,1,4,2,2,61.03,63.434400000000025,581.7637464800382,2.4632269387991035,1.105263157894737,1.736842105263158,2.263157894736842,0.16666666666666666,19,259.14599999999996,2
5323,FC(F)(F)c1cc(nc(=O)[nH]1)/C=C/c2cc(OC)c(O)c(c2)OC,5802817nan,<rdkit.Chem.rdchem.Mol object at 0x1439bf3e0>,0,2.6819000000000006,342.2730000000001,2,5,2,4,84.44000000000001,79.99850000000002,803.1944813757619,2.4144527659414163,1.125,1.7083333333333333,2.2083333333333335,0.2,24,329.1690000000001,2
5324,FC(F)(F)c1cc(nc(=O)[nH]1)/C=C/c2c(O)ccc(c23)cccc3,4004-0159nan,<rdkit.Chem.rdchem.Mol object at 0x1439bf450>,0,3.8179000000000016,332.28100000000006,2,3,3,2,65.98,84.40050000000001,991.0275932622866,2.080665368479293,1.0833333333333333,1.8333333333333333,2.5833333333333335,0.058823529411764705,24,321.1930000000001,3
5325,FC(F)(F)c1cc(ccc1)Sc2nc(ncc2OC)SCc3c(Cl)cccc3Cl,5J-539Snan,<rdkit.Chem.rdchem.Mol object at 0x1439bf4c0>,0,7.254300000000003,477.36000000000024,0,5,3,6,35.010000000000005,110.174,998.7346891775123,1.8240724790933691,1.0689655172413792,1.7586206896551724,2.413793103448276,0.15789473684210525,29,464.2560000000002,3
5326,FC(F)(F)c1cc(ccc1)SC(F)(F)c2nc(nc(c2)C)-c3ccccc3,12J-906nan,<rdkit.Chem.rdchem.Mol object at 0x1439bf530>,0,6.312420000000004,396.3840000000001,0,3,3,4,25.78,93.39999999999999,942.3300894179147,1.9458702474052219,0.8148148148148148,1.5185185185185186,2.185185185185185,0.15789473684210525,27,383.2800000000002,3
5327,FC(F)(F)c1cc(ccc1)S(=O)(=O)Nc2ccc(cc2)/C=C/c(s3)nc(c34)cccc4,5N-651Snan,<rdkit.Chem.rdchem.Mol object at 0x1439bf5a0>,0,6.286300000000003,460.5020000000002,1,4,4,5,59.06,117.24250000000002,1326.542417140689,1.4884605269557978,0.9032258064516129,1.6451612903225807,2.3548387096774195,0.045454545454545456,31,445.3820000000003,4
5328,FC(F)(F)c1cc(ccc1)S(=O)(=O)Nc2ccncc2,AQ-750/41792073nan,<rdkit.Chem.rdchem.Mol object at 0x1439bf610>,0,2.9012000000000002,302.27700000000004,1,3,2,3,59.06,66.48950000000002,700.1424161666858,2.353944973479208,1.05,1.7,2.3,0.08333333333333333,20,293.20500000000004,2
5329,FC(F)(F)c1cc(ccc1)S(=O)(=O)N2CCN([C@]23c4ccccc4)C(=O)c5c3cccc5,DSHS1055.0,<rdkit.Chem.rdchem.Mol object at 0x1439bf680>,0,4.066800000000003,458.4610000000002,0,3,3,3,57.690000000000005,110.03630000000003,1325.568209151051,1.761333510275467,0.84375,1.53125,2.25,0.17391304347826086,32,441.32500000000033,5
5330,FC(F)(F)c1cc(ccc1)Oc2nc(-c3ccc(C)cc3)nnc2C(=O)OCC,6K-612Snan,<rdkit.Chem.rdchem.Mol object at 0x1439bf6f0>,0,4.834820000000004,403.3600000000002,0,6,3,5,74.2,97.47450000000005,1021.4702756140747,2.026733225974356,1.0689655172413792,1.793103448275862,2.4482758620689653,0.2,29,387.23200000000014,3
5331,c1ccc(C(F)(F)F)cc1Oc(c2)cc(cc2[*](=O)O)Oc(c3)ccc(c34)oc5c4cccc5,AG-205/33689037nan,<rdkit.Chem.rdchem.Mol object at 0x1439bf760>,0,6.688200000000005,452.3840000000002,1,4,5,5,68.9,114.29330000000003,1541.212872159151,1.48606221687958,0.7272727272727273,1.4242424242424243,2.1515151515151514,0.04,33,437.2640000000003,5
5332,FC(F)(F)c1cc(ccc1)OCCCSc2nc(O)cc(n2)C,7896798nan,<rdkit.Chem.rdchem.Mol object at 0x1439bf7d0>,0,4.070620000000003,344.35800000000006,1,5,2,6,55.24,80.71380000000003,645.1605156042913,1.7730935256664568,1.2173913043478262,2.0,2.6956521739130435,0.3333333333333333,23,329.2380000000001,2
5333,O=[*](O)c1cc(ccc1)C(=O)Oc2cc(C(F)(F)F)ccc2,S696013nan,<rdkit.Chem.rdchem.Mol object at 0x1439bf840>,0,2.4234,298.21599999999995,1,3,2,3,63.599999999999994,65.38380000000001,728.0230434766432,2.2225281482223864,1.1428571428571428,1.8571428571428572,2.5238095238095237,0.07142857142857142,21,289.144,2
5334,FC(F)(F)c1cc(ccc1)Nc2nnc(c(=O)[nH]2)Cc3ccc(Cl)cc3,C102-0398nan,<rdkit.Chem.rdchem.Mol object at 0x1439bf8b0>,0,4.171500000000002,380.7570000000002,2,4,3,4,70.67,91.6374,970.7322750914626,1.7750019409730777,1.0769230769230769,1.8076923076923077,2.4615384615384617,0.11764705882352941,26,368.6610000000002,3
5335,FC(F)(F)c1cc(ccc1)Nc2scc(n2)-c3ccc(cc3)S(=O)(=O)N4CCCC4,5561243nan,<rdkit.Chem.rdchem.Mol object at 0x1439bf920>,0,5.357000000000005,453.5110000000003,1,5,3,5,62.300000000000004,110.26950000000002,1136.6034290771288,1.503866631425066,1.0333333333333334,1.7333333333333334,2.4,0.25,30,435.36700000000025,4
5336,O=[*](O)c(c1)ccc(c12)ncnc2Nc3cc(C(F)(F)F)ccc3,R898694nan,<rdkit.Chem.rdchem.Mol object at 0x1439bf990>,0,2.891,321.258,2,4,3,3,75.11,76.804,931.2264940986818,2.0395827935976003,1.1304347826086956,1.9565217391304348,2.6956521739130435,0.06666666666666667,23,311.17800000000005,3
5337,c1cccc(c12)n(C)c(=O)c([*](=O)O)c2Nc3cc(C(F)(F)F)ccc3,6944009nan,<rdkit.Chem.rdchem.Mol object at 0x1439bfa00>,0,2.7996999999999996,350.296,2,4,3,3,71.33,86.455,1077.0166541316844,2.2536254690779094,1.16,1.88,2.56,0.11764705882352941,25,337.192,3
5338,c1ccoc1C(=O)N[C@@](C(F)(F)F)(C(=O)OCC)Nc2cc(C(F)(F)F)ccc2,BTB14309.0,<rdkit.Chem.rdchem.Mol object at 0x1439bfa70>,0,3.9620000000000024,424.29699999999997,2,5,2,6,80.57000000000001,86.65990000000001,863.548337400113,2.5309956040025576,1.0689655172413792,1.7586206896551724,2.2758620689655173,0.29411764705882354,29,410.18500000000006,2
5339,O=[*](O)c1ccc(cc1)S(=O)(=O)Nc2cc(C(F)(F)F)ccc2,5348070nan,<rdkit.Chem.rdchem.Mol object at 0x1439bfae0>,0,2.005,333.287,2,3,2,4,83.47,71.23380000000002,835.0432910054548,2.2942477946749826,1.0909090909090908,1.7272727272727273,2.272727272727273,0.07692307692307693,22,323.207,2
5340,FC(F)(F)c1cc(ccc1)NS(=O)(=O)N(C)C,CD6080.0,<rdkit.Chem.rdchem.Mol object at 0x1439bfb50>,0,1.9237,268.26000000000005,1,2,1,3,49.410000000000004,57.673500000000026,497.2075846308578,3.0274341880819753,1.2352941176470589,1.8235294117647058,2.2941176470588234,0.3333333333333333,17,257.172,1
5341,FC(F)(F)c1cc(ccc1)NC(=S)NCc(c2)ccc(c23)[N+](C)=C(C3)C,C545-0417nan,<rdkit.Chem.rdchem.Mol object at 0x1439bfbc0>,0,4.482800000000004,378.4430000000002,2,1,2,3,27.07,101.17580000000005,887.838350795527,1.598296515080831,1.1923076923076923,1.9615384615384615,2.6923076923076925,0.2631578947368421,26,359.29100000000017,3
5342,FC(F)(F)c1cc(ccc1)NC(=S)NCCc2ccc(cc2)OC,6521677nan,<rdkit.Chem.rdchem.Mol object at 0x1439bfc30>,0,4.243100000000003,354.3970000000001,2,2,2,5,33.29,92.36540000000004,686.9801646189461,1.82541316184711,1.125,1.8333333333333333,2.4583333333333335,0.23529411764705882,24,337.26100000000014,2
5343,FC(F)(F)c1cc(ccc1)NC(=S)NCCC[C@H]2C(O)=NN=C2,CD2920.0,<rdkit.Chem.rdchem.Mol object at 0x1439bfca0>,0,3.344100000000001,344.3620000000001,3,3,1,5,69.00999999999999,86.94720000000004,630.6935484499222,1.74539969874683,1.3478260869565217,2.130434782608696,2.782608695652174,0.35714285714285715,23,329.2420000000001,2
5344,FC(F)(F)c1cc(ccc1)NC(=S)N(C)[C@H]([C@@H](CO2)CO)c(c23)c4c(cc3)cccc4,8G-940nan,<rdkit.Chem.rdchem.Mol object at 0x1439bfd10>,0,5.229400000000005,446.49400000000026,2,3,3,3,44.730000000000004,118.18750000000001,1119.4170491605978,1.6840983178285054,1.1612903225806452,1.935483870967742,2.6774193548387095,0.2608695652173913,31,425.3260000000003,4
5345,FC(F)(F)c1cc(ccc1)NC(=S)N2C[C@H](CC2)c3ccc(C)cc3,K788-7587nan,<rdkit.Chem.rdchem.Mol object at 0x1439bfd80>,0,5.2001200000000045,364.4360000000002,1,1,2,2,15.27,97.77470000000002,756.0096763830143,1.6371108725690635,1.16,1.88,2.56,0.3157894736842105,25,345.28400000000016,3
5346,FC(F)(F)c1cc(ccc1)Nc2sc(c(N)c2C#N)C(=O)Nc3cc(C(F)(F)F)ccc3,AM-807/13614191nan,<rdkit.Chem.rdchem.Mol object at 0x1439bfdf0>,0,6.235480000000002,470.39800000000014,3,5,3,4,90.94,107.57030000000002,1210.0197618001714,1.8892302982789917,0.9375,1.46875,2.0,0.1,32,458.3020000000002,3
5347,FC(F)(F)c1cc(ccc1)NC(=O)c(sn2)c(c23)ncnc3O,ASN9646923.0,<rdkit.Chem.rdchem.Mol object at 0x1439bfe60>,0,3.063000000000001,340.2860000000001,2,6,3,2,88.00000000000001,76.27200000000002,894.3021710991045,1.910135808938917,1.2173913043478262,2.0,2.739130434782609,0.07692307692307693,23,333.2300000000001,3
5348,FC(F)(F)c1cc(ccc1)NC(=O)c2cc(ccc2)S(=O)(=O)N3CCCC3,7480418nan,<rdkit.Chem.rdchem.Mol object at 0x1439bfed0>,0,3.742200000000003,398.40600000000023,1,3,2,4,66.48,93.83200000000005,952.3193637989423,1.821065536581032,1.0,1.6666666666666667,2.3333333333333335,0.2777777777777778,27,381.2700000000001,3
5349,FC(F)(F)c1cc(ccc1)NC(=O)c2nnsc2[S@](=O)c3ccc(Cl)cc3,12G-319Snan,<rdkit.Chem.rdchem.Mol object at 0x1439bff40>,0,4.6293000000000015,431.8480000000002,1,5,3,4,71.95,95.43260000000001,1006.6451416769678,1.841107924462269,1.1481481481481481,1.8518518518518519,2.5185185185185186,0.0625,27,422.7760000000002,3
5350,O=[*](O)c1c(C)cccc1C(=O)Nc2cc(C(F)(F)F)ccc2,7445850nan,<rdkit.Chem.rdchem.Mol object at 0x1439f4040>,0,2.764920000000001,311.25899999999996,2,2,2,3,66.39999999999999,73.11550000000001,774.8026854449304,2.341009466347847,1.2272727272727273,1.9090909090909092,2.5454545454545454,0.13333333333333333,22,299.163,2
5351,FC(F)(F)c1cc(ccc1)NC(=O)c2nn(c(=O)cc2Cl)-c3ccccc3,8G-384Snan,<rdkit.Chem.rdchem.Mol object at 0x1439f40b0>,0,4.157000000000003,393.7520000000001,1,4,3,3,63.99,94.24119999999999,1049.7077649668304,1.949444083390296,1.037037037037037,1.7407407407407407,2.4074074074074074,0.05555555555555555,27,382.6640000000002,3
5352,FC(F)(F)c1cnc(cc1)SC2=C(C)[N+](=NC2C)C(=O)Nc3cc(C(F)(F)F)ccc3,SPB4367.0,<rdkit.Chem.rdchem.Mol object at 0x1439f4120>,0,6.541700000000004,461.4110000000001,1,4,2,3,57.36,100.40910000000001,1060.3030615982311,1.7602122890190703,1.064516129032258,1.7419354838709677,2.3225806451612905,0.2631578947368421,31,446.2910000000002,3
5353,FC(F)(F)c1cc(ccc1)NC(=O)[C@H]2CN(C(=O)C2)c3c(OC)cccc3,7915800nan,<rdkit.Chem.rdchem.Mol object at 0x1439f4190>,0,3.7056000000000022,378.3500000000002,1,3,2,4,58.64,93.52770000000002,867.2735346527996,1.7298519610618033,1.1851851851851851,1.9259259259259258,2.6296296296296298,0.2631578947368421,27,361.21400000000017,3
5354,FC(F)(F)c1cc(ccc1)NC(=O)Oc2cnccc2,S717061nan,<rdkit.Chem.rdchem.Mol object at 0x1439f4200>,0,3.7113000000000023,282.221,1,3,2,2,51.22,65.32770000000002,600.0653056574297,2.0489985581554717,1.2,2.0,2.65,0.07692307692307693,20,273.149,2
5355,FC(F)(F)c1cc(ccc1)NC(=O)O[C@@H]2C[C@@H](C)S[C@@H]([C@@H]23)C=CC(Cl)=C3,MS-3593nan,<rdkit.Chem.rdchem.Mol object at 0x1439f4270>,0,5.825200000000004,403.85300000000007,1,3,1,2,38.33,97.35970000000005,750.1969080096178,1.682855554912888,1.3846153846153846,2.1538461538461537,2.8846153846153846,0.3888888888888889,26,386.71700000000016,3
5356,FC(F)(F)c1cc(ccc1)NC(=O)Nc2cc(Cl)c(Cl)cc2,5182554nan,<rdkit.Chem.rdchem.Mol object at 0x1439f42e0>,0,5.656200000000002,349.1390000000001,2,1,2,2,41.13,80.54740000000001,704.7275721019447,2.07195330502134,0.9090909090909091,1.5454545454545454,2.1363636363636362,0.07142857142857142,22,340.0670000000001,2
5357,FC(F)(F)c1cc(ccc1)NC(=O)Nc2ccccc2,1682-0243nan,<rdkit.Chem.rdchem.Mol object at 0x1439f4350>,0,4.349400000000002,280.249,2,1,2,2,41.13,70.52740000000003,596.8680530844574,2.0489985581554717,0.85,1.45,2.1,0.07142857142857142,20,269.161,2
5358,FC(F)(F)c1cc(ccc1)NC(=O)NCCOC(=O)N(O)c2ccccc2,2020-0013nan,<rdkit.Chem.rdchem.Mol object at 0x1439f43c0>,0,3.859300000000001,383.3260000000001,3,4,2,5,90.9,90.52090000000003,784.4931393714844,1.7418087836636587,1.0740740740740742,1.7777777777777777,2.4444444444444446,0.17647058823529413,27,367.19800000000015,2
5359,FC(F)(F)c1cc(ccc1)NC(=O)NC2(CC2)c3ccccc3,8012-6970nan,<rdkit.Chem.rdchem.Mol object at 0x1439f4430>,0,4.516200000000003,320.314,2,1,2,3,41.13,80.95240000000004,709.278460965648,1.6890218061162507,1.0,1.6956521739130435,2.3043478260869565,0.23529411764705882,23,305.1940000000001,3
5360,FC(F)(F)c1cc(ccc1)NC(=O)N2CCSCC2,BTB4469.0,<rdkit.Chem.rdchem.Mol object at 0x1439f44a0>,0,3.286100000000001,290.31000000000006,1,2,1,1,32.34,69.36070000000002,458.5328721126074,2.0404929169932546,1.263157894736842,1.9473684210526316,2.5789473684210527,0.4166666666666667,19,277.206,2
5361,FC(F)(F)c1cc(ccc1)NC(=O)Cn(c(=O)c(c23)cccc3)nc2Cc4cnccc4,C696-0998nan,<rdkit.Chem.rdchem.Mol object at 0x1439f4510>,0,4.039800000000001,438.40900000000016,1,5,4,5,76.88,113.1197,1334.650747563334,1.635299739638567,1.0,1.78125,2.5,0.13043478260869565,32,421.27300000000025,4
5362,FC(F)(F)c1cc(ccc1)NC(=O)CSc2sc(c(n2)N)C(=O)Nc3ccc(cc3)OC,K611-0099nan,<rdkit.Chem.rdchem.Mol object at 0x1439f4580>,0,4.735800000000002,482.50900000000024,3,7,3,7,106.34000000000002,118.27130000000002,1118.0229204368927,1.5742320195524946,1.125,1.84375,2.5,0.15,32,465.3730000000003,3
5363,FC(F)(F)c1cc(ccc1)NC(=O)CSc(n2)nnc(c2[C@@]34C)[C@@H](C3(C)C)CC4,4206-0008nan,<rdkit.Chem.rdchem.Mol object at 0x1439f45f0>,0,4.796100000000004,422.4760000000003,1,5,2,4,67.77000000000001,103.73270000000004,978.4389382274428,1.4309290811451314,1.2758620689655173,2.0344827586206895,2.7586206896551726,0.5,29,401.3080000000002,4
5364,FC(F)(F)c1cc(ccc1)NC(=O)CSc2c(CCCC3)c3nc(c24)cccc4,C498-0949nan,<rdkit.Chem.rdchem.Mol object at 0x1439f4660>,0,5.8632000000000035,416.4680000000003,1,3,3,4,41.99,109.18270000000003,1065.5969991599031,1.5351937140084246,1.0689655172413792,1.8620689655172413,2.689655172413793,0.2727272727272727,29,397.31600000000026,4
5365,FC(F)(F)c1cc(ccc1)NC(=O)CSc2[n+](cc[nH]2)-c3cc(Cl)ccc3,C262-0469nan,<rdkit.Chem.rdchem.Mol object at 0x1439f46d0>,0,4.694400000000002,412.84400000000005,2,2,3,5,48.77,98.1324,958.7749486522814,1.6490936718955453,1.1851851851851851,1.962962962962963,2.7037037037037037,0.1111111111111111,27,398.73200000000014,3
5366,FC(F)(F)c1cc(ccc1)NC(=O)CN(C=N2)C(=O)C(C2=3)N=N[N+]3c4ccc(cc4)OC,C656-0655nan,<rdkit.Chem.rdchem.Mol object at 0x1439f4740>,0,3.0151000000000012,445.3810000000002,1,6,2,5,98.73,106.84410000000001,1157.9153271944103,1.4728414823171765,1.21875,1.96875,2.65625,0.2,32,429.25300000000027,4
5367,FC(F)(F)c1cc(ccc1)NC(=O)CN2CCN(CC2)c3ccc(F)cc3,K940-1382nan,<rdkit.Chem.rdchem.Mol object at 0x1439f47b0>,0,3.6052000000000026,381.3730000000001,1,3,2,4,35.580000000000005,95.12670000000004,784.2869265975158,1.502782508267156,1.0,1.6666666666666667,2.2962962962962963,0.3157894736842105,27,362.2210000000002,3
5368,FC(F)(F)c1cc(ccc1)NC(=O)CCSc2sccc2,SEW1771.0,<rdkit.Chem.rdchem.Mol object at 0x1439f4820>,0,4.887800000000002,331.384,1,3,2,5,29.1,79.73370000000003,596.516630222245,1.8473141939804048,1.2380952380952381,2.0476190476190474,2.7142857142857144,0.21428571428571427,21,319.28800000000007,2
5369,FC(F)(F)c1cc(ccc1)NC(=O)CCCc2noc(c2)-c3ccc(cc3)OCC,C637-0008nan,<rdkit.Chem.rdchem.Mol object at 0x1439f4890>,0,5.720500000000005,418.4150000000002,1,4,3,8,64.36,106.11970000000004,981.7928802269216,1.4914178206431303,1.1333333333333333,1.9,2.6,0.2727272727272727,30,397.24700000000024,3
5370,FC(F)(F)c1cc(ccc1)NC(=O)C2=C[N+](=NC2SC)c3ccccc3,KM8835.0,<rdkit.Chem.rdchem.Mol object at 0x1439f4900>,0,5.026900000000003,378.3990000000001,1,3,2,4,44.47,94.2501,878.7500985293204,1.8163144115832548,1.1538461538461537,1.8846153846153846,2.5384615384615383,0.16666666666666666,26,363.27900000000017,3
5371,c1cncc(c1C(F)(F)F)/C(=N/O)Nc2cc(C(F)(F)F)ccc2,RF5226.0,<rdkit.Chem.rdchem.Mol object at 0x1439f4970>,0,4.3671000000000015,349.23400000000004,2,3,2,2,57.510000000000005,72.6292,754.6603782421153,2.3951772472433386,1.0416666666666667,1.75,2.3333333333333335,0.14285714285714285,24,340.16200000000003,2
